Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1460,0,3,45,450,1,1,3,3,0,4,0,7,2,2,0,2,4,5,43,44,1,1,5,5,3,0,2,4,1,4,4,4,1,370,3,52,60,388,1,2,1,4,379,0,0,217,1,0,1,1,3,1,3,4,6,0,3,1,43,0,1,32,5,5,2,242,55,0,0,0,0,3,2,1,0,5,2,8,4,11.901583454762012
1424,8,3,40,846,1,1,0,3,0,1,0,7,2,2,0,7,5,6,40,41,0,5,8,9,3,0,2,2,1,2,4,0,6,0,6,0,381,75,1,4,1,4,533,97,0,643,0,0,2,0,4,1,2,6,6,1,2,1,40,3,2,111,2,2,2,238,152,0,0,0,7,2,0,1,0,7,0,8,2,12.524417279788771
139,5,3,43,349,1,1,0,3,0,4,0,5,2,2,0,5,7,4,9,9,1,1,11,12,1,189,2,4,2,2,4,3,2,293,6,0,183,244,1,0,1,4,212,192,0,524,0,0,2,1,3,1,2,5,6,2,5,1,9,0,3,265,5,5,2,128,84,0,0,0,0,3,0,1,0,11,2,8,4,12.345834587905333
155,1,4,54,599,1,1,3,3,0,0,0,17,2,2,0,2,5,4,83,57,1,1,12,13,3,0,3,4,0,4,4,4,6,0,6,0,573,357,1,4,1,0,345,0,0,186,0,0,1,0,4,1,3,5,6,0,3,5,81,3,1,53,1,1,2,0,0,81,0,0,0,3,2,1,0,2,0,8,3,11.736069016284437
742,0,3,35,134,1,1,0,3,0,4,0,19,1,2,0,2,5,7,47,13,3,1,5,5,3,0,3,2,1,4,4,3,2,372,6,0,24,187,1,2,1,4,151,0,0,56,1,1,1,0,3,1,2,3,6,0,3,5,46,3,1,40,5,5,2,85,0,0,0,0,0,3,0,1,0,4,2,8,4,11.863582336583399
1144,0,3,40,343,1,1,3,3,0,4,0,19,2,2,0,2,4,2,49,50,1,1,12,9,3,0,3,4,1,4,4,4,2,83,6,0,393,246,1,4,1,4,214,0,0,89,0,0,1,0,3,1,3,3,6,0,3,6,28,1,0,0,3,3,2,0,14,0,0,0,0,3,2,1,0,6,2,8,4,11.289781913656018
963,12,3,1,16,1,1,3,3,0,0,0,13,2,2,4,5,5,5,31,32,1,1,8,2,3,0,3,4,1,2,4,4,0,228,6,0,129,129,1,4,1,4,86,148,0,368,1,0,2,1,3,1,2,5,6,1,5,5,31,3,2,118,5,5,2,12,0,0,0,0,0,3,2,1,0,6,1,8,4,11.951180395901384
1289,11,3,10,100,1,1,0,3,0,4,0,22,2,2,4,2,7,4,9,10,1,1,4,4,3,0,2,4,2,2,4,4,2,472,6,0,186,502,1,0,1,4,563,0,0,429,1,0,2,0,2,1,0,3,6,1,0,1,9,0,2,165,5,5,2,120,46,0,0,0,0,3,2,1,0,9,3,8,4,12.535376392672774
567,5,3,47,581,1,1,0,3,0,4,0,22,2,2,0,5,8,4,3,2,3,1,11,12,1,147,2,4,2,2,1,4,6,0,6,0,554,315,1,0,1,4,301,336,0,694,0,0,2,1,4,1,0,9,6,1,2,3,3,0,3,264,5,5,2,68,27,0,0,0,0,3,2,1,0,5,2,8,4,12.691580461311874
252,11,4,14,76,1,1,0,1,0,4,1,6,2,2,4,2,7,4,1,1,3,1,11,12,4,237,2,4,2,2,4,1,2,538,6,0,0,525,1,0,1,4,551,0,0,411,1,1,2,0,2,1,2,3,6,1,2,1,1,0,2,194,5,5,2,55,0,0,0,22,0,3,2,1,0,11,1,8,3,12.367340793126296
1276,10,3,65,602,1,1,3,3,0,0,0,12,1,2,2,5,4,4,59,58,1,4,0,0,4,246,3,4,1,4,4,4,5,57,6,0,387,196,1,2,1,0,161,258,0,547,0,0,2,0,4,2,3,8,6,0,3,5,59,3,2,88,5,1,2,0,0,0,0,0,0,3,2,1,0,6,1,8,4,11.827736204810263
730,1,4,22,119,1,0,3,3,0,4,0,9,2,2,0,0,3,4,84,60,1,1,7,7,3,0,3,4,1,4,4,4,1,32,6,0,352,114,1,4,1,0,111,0,8,188,0,0,1,0,2,1,3,3,6,0,3,5,47,3,2,195,5,5,2,0,13,31,0,0,0,3,2,1,0,0,3,8,4,11.542484267211773
669,0,3,40,770,1,1,3,0,0,0,1,19,2,2,0,2,4,5,50,20,1,1,4,13,3,0,3,4,1,4,4,4,5,425,6,0,104,348,1,2,1,4,466,0,0,308,1,0,1,1,3,1,3,4,3,1,5,5,7,3,2,219,5,5,2,175,0,0,0,0,0,3,2,1,0,10,0,8,4,12.031719258385396
1452,0,3,48,376,1,1,3,3,0,4,0,21,2,2,0,2,7,4,1,1,1,1,4,4,4,119,2,4,2,2,4,4,6,0,6,0,646,525,1,0,1,4,534,0,0,390,0,0,2,0,3,1,0,5,6,1,2,1,1,0,3,346,5,5,2,0,25,0,0,0,0,3,2,1,0,4,3,6,5,12.567551034433226
1386,4,4,10,95,1,1,3,3,0,4,0,9,2,2,0,0,3,7,88,4,1,1,11,12,3,0,3,2,0,4,4,4,1,325,6,0,15,123,1,2,1,4,80,19,0,165,1,0,1,0,3,1,2,5,6,0,3,5,86,3,1,19,5,5,0,0,77,0,0,0,0,3,3,1,0,4,4,8,4,11.740061037553975
258,0,3,38,316,1,1,3,3,0,4,0,5,2,2,0,2,6,4,3,4,1,1,11,12,4,112,2,4,2,2,4,4,2,507,6,0,140,538,1,0,1,4,542,0,0,401,1,0,2,1,3,1,2,6,6,1,2,1,3,2,2,265,5,5,2,55,86,0,0,0,0,3,2,1,0,2,3,8,0,12.301382825334498
975,6,3,30,609,1,1,0,3,0,0,0,3,6,1,0,5,6,7,99,17,1,1,5,5,3,0,3,2,0,2,4,4,6,0,6,0,400,89,1,4,0,4,302,212,0,587,0,0,1,0,3,1,2,6,6,0,3,5,12,3,2,191,5,5,2,232,106,0,0,0,0,3,0,1,0,9,3,8,4,12.028738630247258
389,0,3,63,392,1,1,0,3,0,1,0,5,2,2,0,2,6,4,9,9,1,1,11,12,1,72,2,4,2,2,4,4,6,0,6,0,629,485,1,0,1,4,484,0,0,329,0,0,2,0,3,1,2,4,6,0,3,1,9,2,2,220,5,5,2,52,15,0,0,0,0,3,2,1,0,6,2,8,4,12.160028707028767
465,0,3,30,270,1,1,3,1,0,4,1,5,2,2,0,2,4,4,31,32,1,1,5,5,1,79,3,4,1,2,4,4,5,260,6,0,239,263,1,4,1,4,234,0,0,100,0,0,2,0,3,1,3,3,6,0,3,6,29,1,0,0,3,3,2,0,0,0,0,0,0,3,2,1,0,7,3,8,4,11.728036844587175
1238,5,3,11,685,1,1,1,3,0,2,0,5,2,2,0,5,6,4,2,2,1,1,11,12,3,0,2,4,2,2,4,4,6,0,6,0,457,153,1,0,1,4,110,286,0,557,0,0,2,1,4,1,2,6,6,1,2,3,2,0,2,113,5,5,2,40,35,0,0,0,0,3,2,1,0,8,0,8,4,12.180754837545884
763,5,1,42,294,1,1,3,3,0,4,0,21,2,2,0,5,6,4,1,2,1,1,11,12,3,0,3,4,2,2,4,3,2,4,6,0,402,101,1,0,1,4,62,163,0,367,0,0,2,1,3,1,2,5,6,0,3,1,1,3,2,242,5,5,2,86,32,0,0,0,0,3,2,1,0,5,4,2,4,12.279323107269766
1404,0,3,19,797,1,1,0,3,0,1,0,21,6,2,0,2,7,4,0,1,1,1,11,12,4,41,2,4,2,2,4,1,2,405,6,0,318,493,1,0,1,4,476,0,0,318,1,0,2,0,3,1,2,4,6,0,3,1,0,3,3,308,5,5,2,85,123,0,0,0,0,3,2,1,0,7,1,8,4,12.552926520261092
560,11,3,40,35,1,1,3,3,0,4,0,0,2,2,4,2,6,4,3,3,1,1,11,12,1,5,2,4,2,2,4,1,6,0,6,0,611,446,1,0,1,4,523,0,0,375,0,0,2,0,2,1,2,5,6,1,5,1,3,0,2,101,5,5,2,67,10,0,0,0,0,3,2,1,0,9,0,8,4,12.363076394339839
697,1,4,20,111,1,1,3,3,0,4,0,3,2,2,0,2,4,6,85,57,1,1,12,14,3,0,3,4,1,4,4,4,3,260,6,0,0,43,1,2,1,4,18,0,0,3,0,0,1,0,2,1,3,2,6,0,3,5,83,3,1,9,5,5,2,0,0,39,0,0,0,3,2,1,0,5,0,8,4,11.396391648714276
1010,4,3,30,111,1,1,3,3,0,4,0,18,2,2,0,0,4,4,80,57,1,1,12,13,3,0,3,1,0,4,4,4,6,0,6,0,517,247,1,0,1,4,216,0,17,354,0,0,2,0,4,1,3,5,6,0,3,6,26,1,0,0,3,3,1,0,0,44,0,0,0,3,2,1,0,5,0,8,4,11.532728092266408
912,0,3,40,377,1,1,0,3,0,1,1,5,2,2,0,2,4,6,32,21,1,1,5,9,3,0,3,4,1,2,1,0,0,47,6,0,534,396,1,4,1,4,387,0,0,224,0,0,1,1,3,1,2,3,6,0,3,5,31,3,1,22,5,5,2,90,0,0,0,0,0,3,2,1,0,9,3,8,4,11.874090314181814
197,0,3,49,394,1,1,3,3,0,4,0,21,2,2,0,2,6,4,0,1,3,1,4,4,4,125,0,4,2,0,4,4,2,466,6,0,339,574,1,0,1,4,594,0,0,473,1,0,2,0,3,1,0,6,6,1,2,1,0,0,3,321,5,5,2,88,109,0,0,54,0,3,2,1,0,8,1,6,5,12.650348126203179
131,5,3,58,772,1,1,3,3,0,0,0,12,2,2,0,5,6,5,40,41,1,1,7,7,1,185,3,4,1,4,4,4,5,169,6,0,273,192,1,0,1,4,352,242,0,632,0,0,2,1,4,1,2,6,6,2,2,1,40,0,2,156,5,5,2,43,53,0,0,0,0,3,0,1,0,4,0,8,4,12.328290278254423
840,4,3,40,634,1,1,3,3,0,4,0,7,2,2,0,0,4,5,62,14,1,1,7,7,3,0,3,4,1,4,4,4,1,113,6,0,234,106,1,0,1,4,65,29,0,186,0,0,1,0,3,1,3,4,6,0,3,5,62,3,1,19,5,5,2,0,0,0,0,0,0,3,2,1,0,4,2,8,4,11.779128505744886
719,5,3,66,516,1,1,3,3,0,4,0,15,2,2,0,5,6,4,15,15,3,1,12,6,1,257,2,4,2,2,4,1,2,478,6,0,61,418,1,0,1,4,416,282,0,685,1,0,2,1,3,1,2,7,6,1,5,1,15,2,3,378,5,5,2,146,118,76,0,0,0,3,2,1,0,7,2,8,4,12.739637756265655
514,0,3,41,365,1,1,3,0,0,0,0,11,2,2,0,2,5,4,24,25,1,1,11,12,3,0,3,2,2,4,4,4,0,106,6,0,414,290,1,4,1,4,263,0,0,119,0,0,1,1,3,1,3,3,6,0,3,1,24,3,2,154,5,5,2,52,0,51,0,0,0,3,2,1,0,5,1,8,4,11.805595078933049
267,5,3,40,583,1,1,0,1,0,2,0,8,2,2,0,5,5,4,9,10,1,1,11,12,3,0,3,4,2,2,4,0,2,317,6,0,27,127,1,2,1,4,84,135,0,349,1,0,2,1,3,1,3,6,6,1,5,1,9,0,2,97,5,5,2,37,61,0,0,0,0,3,2,1,0,5,0,8,4,12.128111104060462
1342,0,3,36,752,1,1,3,3,0,4,0,20,5,2,0,2,5,4,5,5,1,1,11,12,3,0,3,4,2,2,4,4,2,363,6,0,161,310,1,0,1,4,285,0,0,139,1,0,1,0,3,1,2,4,6,0,3,5,4,3,2,219,5,5,2,0,64,0,0,0,0,3,2,1,0,6,2,8,4,11.951180395901384
607,0,3,52,692,1,1,1,2,0,0,1,5,2,2,0,2,4,4,13,14,1,1,11,12,3,0,3,2,2,2,4,4,2,322,6,0,164,263,1,2,1,4,234,0,0,100,1,0,1,0,3,1,2,4,6,0,3,5,9,3,2,219,5,5,2,85,0,0,0,0,0,3,0,1,0,10,3,8,4,11.931635799828413
444,11,3,23,49,1,1,3,3,0,4,0,0,2,2,4,2,6,4,1,1,1,1,13,14,1,34,2,4,2,0,4,0,6,0,6,0,586,390,1,0,1,4,380,0,0,218,0,0,2,0,2,1,2,4,6,1,2,1,0,0,3,262,5,5,2,68,7,0,0,0,0,3,2,1,0,5,1,6,5,12.058152515453552
318,5,1,45,343,1,1,3,3,0,4,0,21,2,2,0,5,7,4,1,2,1,1,11,12,3,0,2,4,2,2,4,0,6,0,6,0,540,293,1,0,1,4,267,204,0,562,0,0,2,1,3,1,2,6,6,1,2,1,1,2,3,380,5,5,2,117,33,0,0,0,0,3,2,1,0,11,1,8,4,12.506177237980511
143,4,3,41,281,1,1,3,3,0,0,0,12,0,2,0,0,4,3,58,59,1,1,3,13,3,0,3,1,1,4,4,4,5,200,6,0,222,185,1,1,1,4,150,43,0,285,0,0,2,0,4,1,3,4,6,0,3,5,10,3,2,295,5,5,2,0,0,0,0,0,0,3,3,1,0,5,4,8,4,12.01974306733868
419,4,3,30,245,1,1,3,3,0,4,0,7,2,2,0,0,4,5,67,58,1,1,7,7,3,0,3,4,0,4,4,4,0,95,6,0,253,101,1,1,0,1,60,23,0,153,1,0,1,1,3,1,3,5,6,0,3,5,66,3,1,19,5,5,1,0,0,0,0,0,0,3,2,1,0,3,1,8,1,11.744037185933616
1360,0,3,92,826,1,1,3,3,0,3,0,16,2,2,0,2,8,4,2,2,3,1,11,12,1,30,2,4,2,0,4,0,2,528,6,0,303,606,1,0,1,4,632,0,0,572,1,0,2,0,3,1,0,6,6,1,2,1,2,0,3,314,5,5,2,107,32,0,0,0,0,3,2,1,0,8,0,8,4,12.66032791780777
1020,11,3,13,30,1,1,3,3,0,4,0,0,2,2,4,2,6,4,1,2,1,1,11,12,1,85,2,4,2,2,4,1,2,2,6,0,602,439,1,0,1,4,498,0,0,345,0,0,2,0,2,1,2,4,6,1,2,1,1,0,2,118,5,5,2,66,10,0,0,0,0,3,2,1,0,3,0,8,4,12.27134527214637
373,11,3,20,164,1,1,3,3,0,4,0,20,2,2,4,2,5,4,26,27,1,1,8,9,3,0,3,4,1,2,4,4,0,265,3,16,0,97,1,4,1,4,57,0,0,12,1,0,1,0,2,1,3,2,6,0,3,1,26,3,1,28,5,5,2,197,0,0,0,6,0,3,3,1,0,1,4,8,4,11.736069016284437
62,7,4,30,166,1,1,3,3,0,4,0,9,2,2,0,4,4,6,87,12,1,1,7,7,3,0,3,4,0,4,0,4,6,0,6,0,302,21,1,4,0,4,14,58,0,136,0,0,1,0,3,1,1,4,6,0,3,5,70,3,1,40,5,5,0,0,0,45,0,0,0,3,2,1,0,2,1,8,4,11.522875795823397
1070,3,3,30,421,1,1,3,3,0,4,0,12,2,2,0,1,4,6,58,5,1,1,7,7,3,0,3,4,1,4,4,4,0,57,6,0,350,151,1,4,1,4,137,0,0,47,0,1,1,0,2,1,2,2,6,0,3,5,22,3,2,219,5,5,2,0,0,0,0,0,0,3,2,1,0,4,1,8,4,11.813030057420567
1229,11,3,35,311,1,1,3,3,0,0,0,16,2,2,4,2,8,4,0,1,3,1,7,7,1,266,0,4,2,0,4,4,2,536,6,0,75,565,1,0,1,4,583,0,0,457,1,0,1,1,1,1,0,5,6,1,2,1,0,0,3,382,5,5,2,0,58,0,0,48,0,3,2,1,0,9,2,6,5,12.813917896253697
1232,10,3,40,205,1,1,3,3,0,4,0,12,2,2,2,7,4,5,44,45,3,1,12,13,1,69,3,4,1,4,4,0,0,357,6,0,162,305,1,4,1,4,339,0,0,181,1,0,1,0,3,1,3,4,6,0,3,1,44,3,2,196,5,5,2,0,9,0,0,0,0,3,1,1,0,4,0,8,4,11.794337924408413
304,0,3,40,435,1,1,3,3,0,0,0,5,2,2,0,2,4,6,34,35,1,1,11,12,3,0,3,4,2,4,4,4,0,389,6,0,0,179,1,4,1,4,138,0,0,48,1,0,1,0,3,1,3,3,6,0,3,1,31,3,2,204,5,5,2,150,0,0,0,0,0,3,1,1,0,6,0,8,0,11.917723684090689
1290,5,3,56,570,1,1,0,3,0,4,0,16,2,2,0,5,7,4,0,1,1,1,11,12,4,269,2,4,2,2,4,3,6,0,6,0,539,291,1,0,1,4,289,193,0,568,0,0,2,1,3,1,0,6,6,1,2,3,0,0,3,307,5,5,2,93,60,0,0,0,0,3,2,1,0,9,0,6,5,12.546109948315882
458,0,3,40,885,1,1,0,2,0,1,1,4,2,2,0,2,3,5,54,15,0,5,8,9,3,0,3,4,1,2,4,1,1,464,6,0,129,440,1,0,1,4,566,0,0,432,1,0,1,0,2,1,2,4,2,2,2,1,54,0,2,188,5,5,2,128,108,0,0,0,0,3,2,1,0,2,2,8,4,12.4529327234617
860,5,3,40,567,1,1,0,3,0,0,0,14,3,2,0,5,5,6,38,23,1,1,5,5,1,132,3,4,1,4,4,3,1,262,6,0,248,271,1,4,1,4,500,299,0,716,1,0,2,1,4,1,2,7,6,1,2,1,38,3,2,246,5,5,2,0,52,0,0,47,0,3,2,1,0,7,0,8,4,12.429216196844383
450,4,4,20,111,1,1,3,3,0,4,0,17,2,2,0,0,2,6,59,6,1,1,7,7,3,0,3,2,1,4,4,4,0,104,6,0,172,54,1,0,1,4,32,46,0,178,0,0,1,1,2,1,3,4,6,0,3,5,26,3,1,51,5,5,2,0,131,0,0,0,0,3,2,1,0,5,1,8,4,11.695247021764184
1264,6,3,30,741,1,2,3,3,0,4,0,3,2,2,0,5,5,5,88,58,2,1,12,13,3,0,3,4,2,4,4,4,6,0,6,0,421,104,1,0,1,0,248,155,0,513,0,0,1,0,3,1,3,6,6,1,2,5,66,3,2,181,5,5,0,0,0,37,0,0,0,3,0,1,0,6,1,8,4,12.103486056755072
825,0,1,51,586,1,1,3,3,0,4,0,21,2,2,0,2,7,4,0,1,1,1,11,12,3,0,2,4,2,2,1,4,6,0,6,0,633,496,1,0,1,4,488,0,0,334,0,0,2,0,3,1,2,5,6,1,2,1,0,2,2,317,5,5,2,0,110,0,0,0,0,3,2,1,0,5,0,6,5,12.3570755190667
524,5,3,93,881,1,1,0,0,0,4,0,7,4,4,0,5,9,4,0,0,3,1,4,4,4,265,0,4,2,0,4,1,2,549,6,0,469,632,1,0,1,4,666,344,0,744,1,0,3,1,3,1,0,9,6,1,2,3,0,0,3,363,5,5,2,117,172,0,0,0,0,3,2,1,0,9,1,6,5,12.126758838810447
313,14,4,35,211,1,1,3,3,0,4,0,17,0,2,1,0,4,6,67,57,1,1,7,7,3,0,3,4,1,2,4,3,5,200,6,0,149,120,1,4,1,4,78,14,0,142,1,0,1,0,3,1,3,3,6,1,2,5,66,3,2,96,5,5,2,0,0,0,0,55,0,3,3,1,0,4,0,8,4,11.694413341015606
10,14,3,20,184,1,1,3,3,0,0,0,3,0,0,1,1,4,5,69,59,1,1,7,7,3,0,3,4,0,4,4,4,2,377,6,0,62,236,1,0,1,4,260,0,0,117,1,0,1,0,2,2,3,3,6,2,5,1,68,2,1,9,2,5,2,0,1,0,0,0,0,3,2,1,0,0,2,8,4,11.678439903447801
1129,5,3,29,637,1,1,0,3,0,4,0,8,2,2,0,5,6,4,3,3,1,1,11,12,3,0,2,4,2,2,4,0,6,0,6,0,457,153,1,0,1,4,110,290,0,562,0,0,2,1,4,1,2,6,6,1,2,3,3,0,2,113,5,5,2,40,35,0,0,0,0,3,2,1,0,6,1,8,4,12.2783933071098
526,0,1,32,189,1,2,3,3,0,4,0,21,2,2,0,2,6,4,1,2,1,1,11,12,3,0,2,4,2,2,4,4,6,0,6,0,585,389,1,0,1,4,386,0,0,223,0,0,2,0,3,1,2,4,6,1,5,1,1,3,2,127,5,5,2,7,112,0,0,0,0,3,2,1,0,3,0,8,4,12.078239274020289
696,0,3,24,758,1,1,0,3,0,4,0,23,2,2,0,2,5,5,19,20,1,1,5,5,1,34,3,4,1,2,1,4,2,420,3,4,30,309,1,2,1,4,303,0,0,156,1,0,2,0,2,1,2,3,6,1,5,1,19,3,2,203,5,5,2,57,0,0,0,0,0,3,2,1,0,6,0,8,4,12.078239274020289
1279,5,3,45,401,1,1,3,3,0,4,0,5,2,2,0,5,7,4,6,7,1,1,11,12,2,0,2,4,2,2,4,4,2,358,6,0,178,319,1,0,1,4,296,224,0,592,1,0,2,1,3,1,2,5,6,1,2,1,6,2,2,220,5,5,2,0,146,0,0,0,0,3,2,1,0,2,2,8,4,12.375815420117268
918,0,3,40,830,1,1,3,3,0,4,0,7,2,2,0,2,3,5,53,54,1,1,11,12,3,0,3,4,1,4,4,4,0,447,6,0,20,321,1,0,1,0,363,0,0,201,0,0,1,0,3,1,3,4,6,0,3,1,53,2,1,37,5,5,2,0,0,0,0,0,0,3,2,1,0,3,3,8,4,11.813030057420567
390,5,3,66,693,1,1,3,3,0,4,0,16,2,2,0,5,9,4,1,1,1,1,11,12,4,163,0,4,2,0,4,0,2,495,6,0,221,561,1,0,1,4,598,84,0,669,1,0,2,1,3,1,0,7,6,1,0,3,0,0,3,350,5,5,2,108,105,0,0,0,0,3,2,1,0,7,2,6,5,12.962194625251508
750,4,3,20,268,1,1,3,3,0,4,0,7,2,2,0,0,3,2,64,60,1,1,13,14,3,0,3,4,3,3,2,2,4,0,4,0,0,0,5,4,0,1,267,32,0,359,0,0,2,0,4,1,3,7,4,0,3,5,63,3,1,19,5,5,0,36,0,64,0,0,0,3,2,1,0,3,3,8,4,11.49272275765271
566,6,3,36,137,1,1,3,0,0,0,0,18,2,2,0,5,5,3,95,61,1,1,12,13,3,0,3,4,2,2,4,4,6,0,6,0,443,130,1,4,0,1,107,174,0,423,1,0,1,1,4,1,1,4,6,0,3,5,88,3,1,13,5,5,2,0,53,42,0,0,0,3,2,1,0,4,4,8,4,11.759785542901755
946,4,4,68,318,1,1,3,3,0,0,0,17,2,2,0,0,4,5,112,14,3,1,11,12,3,0,3,4,0,4,4,4,3,459,6,0,0,293,1,4,1,4,338,71,3,532,0,0,1,0,2,1,3,5,6,0,3,5,46,3,2,130,5,5,2,12,0,88,0,0,0,3,4,1,0,8,3,8,4,11.73526869611367
806,0,3,61,676,1,1,0,3,0,2,0,21,2,2,0,2,6,4,0,1,1,1,11,12,4,153,2,4,2,2,4,4,6,0,6,0,620,466,1,0,1,4,459,0,0,302,0,0,2,0,3,1,0,4,6,0,3,1,0,2,2,205,5,5,2,0,47,0,0,0,0,3,2,1,0,6,2,6,5,12.33569641332368
965,5,3,50,598,1,1,3,3,0,0,0,23,2,2,0,5,6,4,8,8,1,1,11,12,1,16,2,4,2,2,4,4,2,266,6,0,99,137,1,0,1,4,98,276,0,536,1,0,2,1,4,1,2,6,6,1,2,3,8,0,2,173,5,5,2,0,28,0,0,0,0,3,2,1,0,1,4,8,4,12.277928082630602
1306,0,3,78,725,1,1,0,3,0,0,0,16,2,2,0,2,8,4,3,3,3,1,11,12,4,180,2,4,2,0,4,4,2,537,6,0,24,553,1,0,1,4,560,0,0,425,1,0,2,0,2,1,0,4,6,2,0,1,3,0,2,346,5,5,2,216,80,0,0,0,0,3,2,1,0,10,3,8,4,12.691580461311874
642,5,1,40,152,1,1,3,3,0,4,0,21,2,2,0,5,6,4,6,7,1,1,11,12,3,0,2,4,2,2,4,4,2,327,6,0,173,274,1,0,1,4,246,205,0,551,1,0,2,1,3,1,2,5,6,1,5,1,6,0,2,263,5,5,2,0,151,0,0,0,0,3,2,1,0,4,1,8,4,12.328290278254423
702,0,3,50,421,1,1,3,3,0,4,0,14,2,2,0,2,6,4,37,38,3,1,5,5,1,104,3,4,1,4,4,4,6,0,6,0,565,342,1,4,1,4,322,0,0,169,0,0,1,1,3,1,3,4,6,0,3,1,37,3,2,187,5,5,2,0,0,0,0,0,0,3,2,1,0,6,0,0,4,11.84939770159144
922,10,3,37,313,1,1,3,3,0,4,0,7,1,2,2,0,4,6,106,6,1,1,7,7,3,0,3,4,1,4,4,4,0,456,6,0,95,399,1,2,1,4,389,236,0,642,2,0,2,2,4,2,3,7,6,0,3,6,28,1,0,0,3,3,0,0,57,0,0,0,0,3,0,1,0,8,2,8,4,11.890676734510876
381,4,3,20,81,1,2,3,3,0,4,0,18,2,2,0,0,4,5,86,61,1,1,3,13,3,0,3,4,0,4,4,4,3,55,6,0,444,256,1,4,1,4,225,113,0,450,0,0,2,0,3,1,2,4,6,1,2,5,84,3,1,51,5,5,2,0,0,87,0,0,0,3,2,1,0,4,4,8,4,11.751942365440728
1155,5,3,40,753,1,1,0,3,0,4,0,12,2,2,0,5,6,5,43,21,1,1,11,12,4,172,3,4,1,4,4,1,0,172,6,0,228,164,1,4,1,4,144,232,0,512,0,0,1,2,4,1,2,6,6,2,2,1,43,3,2,158,5,5,2,20,69,0,0,56,0,3,0,1,0,4,2,8,4,12.215032386901646
1313,5,3,40,416,1,1,0,3,0,4,0,15,2,2,0,5,7,4,17,18,1,1,12,13,1,193,2,4,2,0,4,4,2,184,6,0,508,478,1,0,1,4,471,334,0,727,0,0,2,1,4,1,2,7,6,1,0,1,17,2,2,305,2,2,2,231,0,0,0,0,0,3,2,1,0,5,1,8,4,12.618182296357007
1403,0,3,34,133,1,1,3,3,0,4,0,5,2,2,0,2,6,4,0,1,1,1,11,12,3,0,2,4,2,2,1,0,6,0,6,0,590,407,1,0,1,4,400,0,0,237,0,0,2,0,2,1,2,4,6,1,2,1,0,2,2,266,5,5,2,85,42,0,0,0,0,3,2,1,0,6,0,6,5,12.174989532116426
703,5,3,52,689,1,1,0,3,0,4,0,22,2,2,0,5,7,4,0,1,3,1,11,12,1,233,0,4,2,0,1,4,6,0,6,0,580,374,1,0,1,4,384,326,0,702,0,0,2,1,4,1,0,8,6,1,2,3,0,0,3,269,5,5,2,185,79,0,0,0,0,3,2,1,0,6,0,6,5,12.799175708864519
493,5,3,75,802,1,1,0,3,0,0,0,8,2,2,0,5,5,4,0,1,1,1,11,12,3,0,2,4,2,2,4,4,6,0,6,0,400,89,1,2,1,4,49,141,0,315,0,0,2,1,3,1,3,6,6,0,3,1,0,2,2,108,5,5,2,0,0,0,0,0,0,3,2,1,0,4,0,6,5,12.059803326028716
415,5,3,29,588,1,1,1,3,0,1,0,20,2,2,0,5,6,4,15,16,1,1,11,12,3,0,2,4,2,2,4,4,1,13,2,81,286,288,1,0,1,4,263,262,0,613,0,1,2,1,3,1,2,7,6,1,5,1,15,3,3,277,5,5,2,108,135,0,0,0,0,3,2,1,0,11,2,8,4,12.337100907936577
101,0,3,40,523,1,1,0,3,0,4,0,14,2,2,0,2,5,6,33,10,1,1,8,9,1,8,3,4,2,4,4,3,0,483,6,0,228,540,1,2,1,4,543,0,0,403,1,0,2,0,3,1,2,4,6,2,5,1,33,2,2,150,5,5,2,85,55,0,0,0,0,3,2,1,0,1,4,8,4,12.230765258120545
661,5,3,40,684,1,1,3,3,0,1,0,14,2,2,0,5,6,6,31,32,1,1,8,9,1,139,3,4,1,2,4,4,6,0,6,0,435,120,1,4,1,4,307,167,0,553,0,0,2,1,3,1,3,5,6,1,5,1,31,2,2,202,5,5,2,0,89,90,0,0,0,3,2,1,0,10,1,8,4,12.195517131590657
